kanji	on_readings	kun_readings	stroke_count	meanings	name_readings	heisig_en	jlpt	grade	notes	unicode
線	['セン']	['すじ']	15	['line', 'track']	[]	line	2	2	[]	7DDA
農	['ノウ']	[]	13	['agriculture', 'farmers']	['な', 'の', 'み']	agriculture	2	3	[]	8FB2
州	['シュウ', 'ス']	['す']	6	['province', 'state']	['くに']	state	2	3	[]	5DDE
武	['ブ', 'ム']	['たけ', 'たけ.し']	8	['arms', 'chivalry', 'military', 'warrior']	['う', 'お', 'たけし', 'たけん', 'ん']	warrior	2	5	[]	6B66
象	['ショウ', 'ゾウ']	['かたど.る']	12	['elephant', 'image', 'imitate', 'pattern after', 'shape', 'sign (of the times)']	['きさ']	elephant	2	4	[]	8C61
域	['イキ']	[]	11	['level', 'limits', 'range', 'region', 'stage']	[]	range	2	6	[]	57DF
額	['ガク']	['ひたい']	18	['amount', 'forehead', 'framed picture', 'plaque', 'sum', 'tablet', 'volume']	['ぬか']	forehead	2	5	[]	984D
欧	['オウ']	['うた.う', 'は.く']	8	['Europe']	['おお', 'ひろ']	Europe	2	8	[]	6B27
担	['タン']	['かつ.ぐ', 'にな.う']	8	['bear', 'carry', 'raise', 'shouldering']	[]	shouldering	2	6	[]	62C5
準	['ジュン']	['じゅん.じる', 'じゅん.ずる', 'なぞら.える', 'のり', 'ひと.しい', 'みずもり']	13	['conform', 'correspond to', 'imitate', 'proportionate to', 'semi-']	[]	semi-	2	5	[]	6E96
賞	['ショウ']	['ほ.める']	15	['praise', 'prize', 'reward']	[]	prize	2	4	[]	8CDE
辺	['ヘン']	['-べ', 'あた.り', 'ほと.り']	5	['border', 'boundary', 'environs', 'vicinity']	['なべ']	environs	2	4	[]	8FBA
造	['ゾウ']	['-づく.り', 'つく.り', 'つく.る']	10	['create', 'make', 'physique', 'structure']	['ずくり', 'づくり', 'み']	create	2	5	[]	9020
被	['ヒ']	['おお.う', 'かぶ.せる', 'かぶ.る', 'こうむ.る']	10	['be exposed (film)', 'brood over', 'cover', 'incur', 'put on', 'receiving', 'shelter', 'veil', 'wear']	['ぎぬ']	incur	2	8	[]	88AB
技	['ギ']	['わざ']	7	['ability', 'art', 'arts', 'craft', 'feat', 'performance', 'skill', 'vocation']	[]	skill	2	5	[]	6280
低	['テイ']	['ひく.い', 'ひく.まる', 'ひく.める']	7	['humble', 'lower', 'short']	[]	lower	3	4	[]	4F4E
復	['フク']	['また']	12	['restore', 'resume', 'return to', 'revert']	[]	restore	2	5	[]	5FA9
移	['イ']	['うつ.す', 'うつ.る']	11	['catch (cold, fire)', 'change', 'drift', 'move', 'pass into', 'shift']	[]	shift	2	5	[]	79FB
個	['カ', 'コ']	[]	10	['counter for articles', 'individual']	[]	individual	2	5	[]	500B
門	['モン']	['かど', 'と']	8	['counter for cannons', 'gate']	['じょう', 'と', 'も', 'ゆき']	gates	3	2	[]	9580
課	['カ']	[]	15	['chapter', 'counter for chapters (of a book)', 'department', 'division', 'lesson', 'section']	[]	chapter	2	4	[]	8AB2
脳	['ドウ', 'ノウ']	['のうずる']	11	['brain', 'memory']	[]	brain	2	6	[]	8133
極	['キョク', 'ゴク']	['-ぎ.め', 'き.まる', 'き.める', 'きわ.まり', 'きわ.まる', 'きわ.み', 'きわ.める']	12	['10**48', 'conclusion', 'electric poles', 'end', 'extremely', 'highest rank', 'highly', 'most', 'poles', 'settlement', 'very']	[]	poles	2	4	[]	6975
含	['ガン']	['ふく.む', 'ふく.める']	7	['bear in mind', 'cherish', 'contain', 'hold in the mouth', 'include', 'understand']	[]	include	2	8	[]	542B
蔵	['ソウ', 'ゾウ']	['おさ.める', 'かく.れる', 'くら']	15	['have', 'hide', 'own', 'possess', 'storehouse']	['くらし', 'くらん', 'くろう', 'さし', 'ざ', 'ろう']	storehouse	2	6	[]	8535
量	['リョウ']	['はか.る']	12	['amount', 'consider', 'estimate', 'measure', 'quantity', 'surmise', 'weight']	['かず']	quantity	2	4	[]	91CF
型	['ケイ']	['-がた', 'かた']	9	['model', 'mould', 'type']	[]	mould	2	4	[]	578B
況	['キョウ']	['いわ.んや', 'おもむき', 'まし.て']	8	['condition', 'situation']	[]	but of course	2	8	[]	6CC1
針	['シン']	['はり']	10	['needle', 'pin', 'staple', 'stinger']	['は']	needle	2	6	[]	91DD
専	['セン']	['もっぱ.ら']	9	['exclusive', 'mainly', 'solely', 'specialty']	[]	specialty	2	6	[]	5C02
谷	['コク']	['きわ.まる', 'たに']	7	['valley']	['がい', 'がえ', 'がや', 'せ', 'たり', 'たん', 'や']	valley	2	2	[]	8C37
史	['シ']	[]	5	['chronicle', 'history']	['あきら', 'あや', 'お', 'こ', 'ちか', 'とし', 'なか', 'のぶ', 'ひさ', 'ひと', 'ふみ']	history	2	4	[]	53F2
階	['カイ']	['きざはし']	12	['counter for storeys of a building', 'stair', 'storey']	['しな', 'と', 'はし']	storey	2	3	[]	968E
管	['カン']	['くだ']	14	['control', 'drunken talk', 'jurisdiction', 'pipe', 'tube', 'wind instrument']	['すが']	pipe	2	4	[]	7BA1
兵	['ヒョウ', 'ヘイ']	['つわもの']	7	['army', 'private', 'soldier', 'strategy', 'tactics', 'troops', 'warfare']	['へ']	soldier	2	4	[]	5175
接	['ショウ', 'セツ']	['つ.ぐ']	11	['adjoin', 'contact', 'piece together', 'touch']	[]	touch	2	5	[]	63A5
細	['サイ']	['こま.か', 'こま.かい', 'ほそ.い', 'ほそ.る']	11	['dainty', 'detailed', 'get thin', 'narrow', 'precise', 'slender', 'taper']	[]	dainty	2	2	[]	7D30
効	['コウ']	['き.く', 'ききめ', 'なら.う']	8	['benefit', 'efficacy', 'efficiency', 'merit']	[]	merit	2	5	[]	52B9
丸	['ガン']	['まる', 'まる.い', 'まる.める']	3	['-ship', 'curl up', 'explain away', 'full (month)', 'make round', 'perfection', 'pills', 'roll up', 'round', 'seduce']	['ま', 'わ', 'わに']	round	2	2	[]	4E38
湾	['ワン']	['いりえ']	12	['bay', 'gulf', 'inlet']	[]	gulf	2	8	[]	6E7E
録	['ロク']	['しる.す', 'と.る']	16	['record']	[]	record	2	4	[]	9332
省	['ショウ', 'セイ']	['かえり.みる', 'はぶ.く']	9	['conserve', 'government ministry', 'omit']	['さとし', 'み']	focus	2	4	[]	7701
旧	['キュウ']	['ふる.い', 'もと']	5	['ex-', 'former', 'old friend', 'old things', 'old times']	[]	olden times	2	5	[]	65E7
橋	['キョウ']	['はし']	16	['bridge']	['ばせ']	bridge	2	3	[]	6A4B
岸	['ガン']	['きし']	8	['beach']	['けし']	beach	2	3	[]	5CB8
周	['シュウ']	['まわ.り']	8	['circuit', 'circumference', 'lap']	['あまね', 'しゅ', 'す', 'ちか', 'のり', 'ひろ', 'びび', 'まこと']	circumference	2	4	[]	5468
材	['ザイ']	[]	7	['ingredients', 'log', 'lumber', 'materials', 'talent', 'timber', 'wood']	['き', 'さい']	lumber	2	4	[]	6750
戸	['コ']	['と']	4	['counter for houses', 'door', 'door radical (no. 63)']	['え', 'へ']	door	2	2	[]	6238
央	['オウ']	[]	5	['center', 'middle']	['あきら', 'え', 'お', 'さと', 'ちか', 'てる', 'なか', 'ひさ', 'ひろ', 'や']	center	2	3	[]	592E
券	['ケン']	[]	8	['ticket']	[]	ticket	2	5	[]	5238
編	['ヘン']	['-あ.み', 'あ.む']	15	['braid', 'compilation', 'completed poem', 'editing', 'knit', 'part of a book', 'plait', 'twist']	[]	compilation	2	5	[]	7DE8
捜	['シュ', 'シュウ', 'ソウ']	['さが.す']	10	['locate', 'look for', 'search']	[]	search	2	8	[]	635C
竹	['チク']	['たけ']	6	['bamboo']	['たか']	bamboo	2	1	[]	7AF9
超	['チョウ']	['こ.える', 'こ.す']	12	['super-', 'transcend', 'ultra-']	['まさる', 'わたる']	transcend	2	8	[]	8D85
並	['ヘイ', 'ホウ']	['な.み', 'なみ', 'なら.びに', 'なら.ぶ', 'なら.べる']	8	['and', 'as well as', 'besides', 'equal', 'line up', 'rank with', 'rival', 'row']	['なび']	row	2	6	[]	4E26
療	['リョウ']	[]	17	['cure', 'heal']	[]	heal	2	8	[]	7642
採	['サイ']	['と.る']	11	['fetch', 'pick', 'take', 'take up']	[]	pick	2	5	[]	63A1
森	['シン']	['もり']	12	['forest', 'woods']	['もと']	forest	3	1	[]	68EE
競	['キョウ', 'ケイ']	['きそ.う', 'くら.べる', 'せ.る']	20	['bid', 'bout', 'compete with', 'contest', 'emulate', 'race', 'sell at auction']	['かい', 'わたなべ']	vie	2	4	[]	7AF6
介	['カイ']	[]	4	['concern oneself with', 'jammed in', 'mediate', 'shellfish']	['すけ', 'ゆき']	jammed in	2	8	[]	4ECB
根	['コン']	['-ね', 'ね']	10	['head (pimple)', 'radical', 'root']	[]	root	2	3	[]	6839
販	['ハン']	[]	11	['marketing', 'sell', 'trade']	[]	marketing	2	8	[]	8CA9
歴	['レキ', 'レッキ']	[]	14	['continuation', 'curriculum', 'passage of time']	[]	curriculum	2	4	[]	6B74
将	['ショウ', 'ソウ']	['はた', 'ひきい.る', 'まさ', 'まさ.に', 'もって']	10	['admiral', 'and again', 'commander', 'from now on', 'general', 'just about', 'leader', 'or', 'soon']	['かつ', 'かつり', 'すすむ', 'たか', 'ゆき']	leader	2	6	[]	5C06
幅	['フク']	['はば']	12	['hanging scroll', 'width']	[]	hanging scroll	2	8	[]	5E45
般	['ハン']	[]	10	['all', 'carrier', 'carry', 'general', 'kind', 'sort']	[]	carrier	2	8	[]	822C
貿	['ボウ']	[]	12	['exchange', 'trade']	[]	trade	2	5	[]	8CBF
講	['コウ']	[]	17	['association', 'club', 'lecture']	[]	lecture	2	5	[]	8B1B
林	['リン']	['はやし']	8	['forest', 'grove']	['し']	grove	3	1	[]	6797
装	['ショウ', 'ソウ']	['よそお.い', 'よそお.う']	12	['attire', 'disguise', 'dress', 'pretend', 'profess']	[]	attire	2	6	[]	88C5
諸	['ショ']	['もろ']	15	['many', 'several', 'together', 'various']	[]	various	2	6	[]	8AF8
劇	['ゲキ']	[]	15	['drama', 'play']	[]	drama	2	6	[]	5287
河	['カ']	['かわ']	8	['river']	['かっ', 'こ', 'こう']	river	2	5	[]	6CB3
航	['コウ']	[]	10	['cruise', 'fly', 'navigate', 'sail']	['わたる']	navigate	2	4	[]	822A
鉄	['テツ']	['くろがね']	13	['iron']	['けん', 'てっ']	iron	2	3	[]	9244
児	['ゲイ', 'ジ', 'ニ']	['-こ', '-っこ', 'こ']	7	['child', 'newborn babe', 'young of animals']	['る']	newborn babe	2	4	[]	5150
禁	['キン']	[]	13	['ban', 'forbid', 'prohibition']	[]	prohibition	2	5	[]	7981
印	['イン']	['-じるし', 'しる.す', 'しるし']	6	['India', 'emblem', 'evidence', 'imprint', 'mark', 'seal', 'souvenir', 'stamp', 'symbol', 'trademark']	[]	stamp	2	4	[]	5370
逆	['ギャク', 'ゲキ']	['さか', 'さか.さ', 'さか.らう']	9	['inverted', 'opposite', 'reverse', 'wicked']	[]	inverted	2	5	[]	9006
換	['カン']	['-か.える', 'か.える', 'か.わる']	12	['change', 'convert', 'interchange', 'period', 'renew', 'replace']	[]	interchange	2	8	[]	63DB
久	['キュウ', 'ク']	['ひさ.しい']	3	['long time', 'old story']	['きゅ', 'なが', 'ひさ', 'ひさし', 'わ']	long time	2	5	[]	4E45
短	['タン']	['みじか.い']	12	['brevity', 'defect', 'fault', 'short', 'weak point']	[]	short	3	3	[]	77ED
油	['ユ', 'ユウ']	['あぶら']	8	['fat', 'oil']	[]	oil	2	3	[]	6CB9
暴	['バク', 'ボウ']	['あば.く', 'あば.れる']	15	['cruelty', 'force', 'fret', 'outburst', 'outrage', 'rave', 'violence']	[]	outburst	2	5	[]	66B4
輪	['リン']	['わ']	15	['circle', 'counter for wheels and flowers', 'link', 'loop', 'ring', 'wheel']	['なわ', 'も']	wheel	2	4	[]	8F2A
占	['セン']	['うらな.う', 'し.める']	5	['divining', 'forecasting', 'fortune-telling', 'get', 'have', 'hold', 'occupy', 'take']	['うら', 'しむ', 'じめ']	fortune-telling	2	8	[]	5360
植	['ショク']	['う.える', 'う.わる']	12	['plant']	['うえ', 'え', 'げ']	plant	2	3	[]	690D
清	['ショウ', 'シン', 'セイ']	['きよ.い', 'きよ.まる', 'きよ.める']	11	['Manchu dynasty', 'cleanse', 'exorcise', 'pure', 'purify']	['あき', 'さや', 'し', 'すが', 'すみ', 'せ', 'ちん']	pure	2	4	[]	6E05
倍	['バイ']	[]	10	['double', 'fold', 'times', 'twice']	['べ', 'ます']	double	2	3	[]	500D
均	['キン']	['なら.す']	7	['average', 'level']	['ひとし']	level	2	5	[]	5747
億	['オク']	[]	15	['10**8', 'hundred million']	['お']	hundred million	2	4	[]	5104
圧	['アツ', 'エン', 'オウ']	['お.さえる', 'お.す', 'おさ.える', 'へ.す']	5	['dominate', 'oppress', 'overwhelm', 'pressure', 'push']	[]	pressure	2	5	[]	5727
芸	['ウン', 'ゲイ']	['う.える', 'のり', 'わざ']	7	['acting', 'art', 'craft', 'performance', 'stunt', 'technique', 'trick']	['き', 'げ', 'なり']	technique	2	4	[]	82B8
署	['ショ']	[]	13	['govt office', 'police station', 'signature']	[]	signature	2	6	[]	7F72
伸	['シン']	['の.す', 'の.ばす', 'の.びる', 'の.べる']	7	['expand', 'extend', 'increase', 'lengthen', 'stretch']	['のぶ', 'よぼる']	expand	2	8	[]	4F38
停	['テイ']	['と.まる', 'と.める']	11	['halt', 'stopping']	[]	halt	2	4	[]	505C
爆	['バク']	['は.ぜる']	19	['bomb', 'burst open', 'pop', 'split']	[]	bomb	2	8	[]	7206
陸	['リク', 'ロク']	['おか']	11	['land', 'six']	['くが', 'たち', 'みち', 'む', 'むつ']	land	2	4	[]	9678
玉	['ギョク']	['-だま', 'たま', 'たま-']	5	['ball', 'jewel']	['おう', 'だん']	jewel	2	1	[]	7389
波	['ハ']	['なみ']	8	['Poland', 'billows', 'waves']	['ひら', 'みな', 'みなみ', 'わ']	waves	2	3	[]	6CE2
帯	['タイ']	['お.びる', 'おび']	10	['belt', 'obi', 'region', 'sash', 'zone']	['たて']	sash	2	4	[]	5E2F
延	['エン']	['の.ばす', 'の.びる', 'の.べ', 'の.べる']	8	['prolong', 'stretching']	['たか', 'のぶ', 'のべ']	prolong	2	6	[]	5EF6
羽	['ウ']	['は', 'はね', 'わ']	6	['counter for birds, rabbits', 'feathers']	['しゅう', 'ば']	feathers	2	2	[]	7FBD
固	['コ']	['かた.い', 'かた.まり', 'かた.まる', 'かた.める']	8	['clot', 'curdle', 'harden', 'set']	[]	harden	2	4	[]	56FA
則	['ソク']	['すなわち', 'のっと.る', 'のり']	9	['based on', 'follow', 'law', 'model after', 'rule']	[]	rule	2	5	[]	5247
乱	['ラン', 'ロン']	['おさ.める', 'みだ', 'みだ.す', 'みだ.る', 'みだ.れる', 'わた.る']	7	['disorder', 'disturb', 'riot', 'war']	['ら']	riot	2	6	[]	4E71
普	['フ']	['あまね.く', 'あまねし']	12	['Prussia', 'generally', 'universal', 'wide(ly)']	['しん', 'ひろ']	universal	2	8	[]	666E
測	['ソク']	['はか.る']	12	['fathom', 'measure', 'plan', 'scheme']	[]	fathom	2	5	[]	6E2C
豊	['ブ', 'ホウ']	['とよ', 'ゆた.か']	13	['bountiful', 'excellent', 'rich']	['て', 'で', 'と', 'ひろし', 'ふう', 'ぶん', 'ほ', 'ゆたか']	bountiful	2	5	[]	8C4A
厚	['コウ']	['あか', 'あつ.い']	9	['brazen', 'cordial', 'heavy', 'kind', 'rich', 'shameless', 'thick']	['あ', 'あっ']	thick	2	5	[]	539A
齢	['レイ']	['とし', 'よわい']	17	['age']	[]	age	2	8	[]	9F62
囲	['イ']	['かこ.い', 'かこ.う', 'かこ.む']	7	['besiege', 'encircle', 'enclosure', 'keep', 'paling', 'preserve', 'store', 'surround']	[]	surround	2	4	[]	56F2
卒	['シュツ', 'ソツ']	['お.える', 'お.わる', 'そっ.する', 'ついに', 'にわか']	8	['die', 'graduate', 'private', 'soldier']	[]	graduate	2	4	[]	5352
略	['リャク']	['おか.す', 'おさ.める', 'はか.る', 'はかりごと', 'はぶ.く', 'ほぼ']	11	['abbreviation', 'capture', 'omission', 'outline', 'plunder', 'shorten']	[]	abbreviation	2	5	[]	7565
承	['ショウ', 'ジョウ']	['う.ける', 'うけたまわ.る']	8	['acquiesce', 'be informed', 'hear', 'listen to', 'receive']	['うけ', 'こと', 'すけ', 'つぎ', 'つぐ', 'よし']	acquiesce	2	5	[]	627F
順	['ジュン']	[]	12	['docility', 'obey', 'occasion', 'order', 'right', 'turn']	['あや', 'あり', 'おき', 'おさむ', 'しげ', 'したがう', 'とし', 'なお', 'のぶ', 'のり', 'まさ', 'むね', 'もと', 'ゆき', 'よし', 'より']	obey	2	4	[]	9806
岩	['ガン']	['いわ']	8	['boulder', 'cliff', 'rock']	[]	boulder	2	2	[]	5CA9
練	['レン']	['ね.り', 'ね.る']	14	['drill', 'gloss', 'polish', 'practice', 'refine', 'train']	['ねり']	practice	2	3	[]	7DF4
軽	['キョウ', 'キン', 'ケイ']	['かる.い', 'かろ.やか', 'かろ.んじる']	12	['lightly', 'trifling', 'unimportant']	[]	lightly	3	3	[]	8EFD
了	['リョウ']	[]	2	['complete', 'finish']	['さとる']	complete	2	8	[]	4E86
庁	['チョウ', 'テイ']	['やくしょ']	5	['government office']	[]	government office	2	6	[]	5E81
城	['ジョウ', 'セイ']	['しろ']	9	['castle']	['いく', 'がき', 'き', 'くに', 'ぐしく', 'ぐすく', 'しき', 'すく', 'ぜい', 'たち', 'なり']	castle	2	6	[]	57CE
患	['カン']	['わずら.う']	11	['afflicted', 'be ill', 'disease', 'suffer from']	['くろ']	afflicted	1	8	[]	60A3
層	['ソウ']	[]	14	['floor', 'layer', 'social class', 'story', 'stratum']	[]	stratum	2	6	[]	5C64
版	['ハン']	[]	8	['edition', 'impression', 'label', 'printing block', 'printing plate']	[]	printing block	2	5	[]	7248
令	['レイ']	[]	5	['command', 'decree', 'good', 'laws', 'orders']	['のり', 'りょう', 'れ']	orders	2	4	[]	4EE4
角	['カク']	['かど', 'つの']	7	['angle', 'antlers', 'corner', 'horn', 'square']	['い', 'す', 'すみ', 'ずみ', 'ふさ']	angle	2	2	[]	89D2
絡	['ラク']	['から.まる', 'から.む']	12	['coil around', 'entwine', 'get caught in']	[]	entwine	2	8	[]	7D61
損	['ソン']	['-そこ.なう', '-そこ.ねる', 'そこ.なう', 'そこ.ねる', 'そこな.う']	13	['damage', 'disadvantage', 'hurt', 'injure', 'loss']	[]	damage	2	5	[]	640D
募	['ボ']	['つの.る']	12	['campaign', 'enlist', 'gather (contributions)', 'grow violent', 'recruit']	[]	recruit	2	8	[]	52DF
裏	['リ']	['うら']	13	['amidst', 'back', 'in', 'inside', 'lining', 'palm', 'rear', 'reverse', 'sole', 'wrong side']	[]	back	2	6	[]	88CF
仏	['フツ', 'ブツ']	['ほとけ']	4	['Buddha', 'France', 'the dead']	[]	Buddha	2	5	[]	4ECF
績	['セキ']	[]	17	['achievements', 'exploits', 'unreeling cocoons']	['み']	exploits	2	5	[]	7E3E
築	['チク']	['きず.く']	16	['build', 'construct', 'fabricate']	['つい', 'つき', 'つく', 'づき']	fabricate	2	5	[]	7BC9
貨	['カ']	['たから']	11	['freight', 'goods', 'property']	[]	freight	2	4	[]	8CA8
混	['コン']	['-ま.じり', 'こ.む', 'ま.ざる', 'ま.じる', 'ま.ぜる']	11	['blend', 'confuse', 'mix']	[]	mix	2	5	[]	6DF7
昇	['ショウ']	['のぼ.る']	8	['rise up']	['しゅう', 'のり']	rise up	2	8	[]	6607
池	['チ']	['いけ']	6	['cistern', 'pond', 'pool', 'reservoir']	[]	pond	3	2	[]	6C60
血	['ケツ']	['ち']	6	['blood']	[]	blood	2	3	[]	8840
温	['オン']	['あたた.か', 'あたた.かい', 'あたた.まる', 'あたた.める', 'ぬく']	12	['warm']	['あつ', 'あつし', 'なお', 'はる', 'ゆ', 'ゆたか']	warm	2	3	[]	6E29
季	['キ']	[]	8	['seasons']	['すえ', 'とし']	seasons	2	4	[]	5B63
星	['ショウ', 'セイ']	['-ぼし', 'ほし']	9	['dot', 'mark', 'spot', 'star']	[]	star	2	2	[]	661F
永	['エイ']	['なが.い']	5	['eternity', 'lengthy', 'long']	['え', 'と', 'のり', 'ひさ', 'ひさし']	eternity	2	5	[]	6C38
著	['チャク', 'チョ']	['あらわ.す', 'いちじる.しい']	11	['arrival', 'counter for suits of clothing', 'don', 'finish (race)', 'literary work', 'phenomenal', 'publish', 'put on', 'remarkable', 'renowned', 'wear', 'write']	[]	renowned	2	6	[]	8457
誌	['シ']	[]	14	['document', 'records']	[]	document	2	6	[]	8A8C
庫	['ク', 'コ']	['くら']	10	['storehouse', 'warehouse']	[]	warehouse	2	3	[]	5EAB
刊	['カン']	[]	5	['carve', 'engrave', 'publish']	[]	publish	2	5	[]	520A
像	['ゾウ']	[]	14	['figure', 'image', 'picture', 'portrait', 'statue']	['かた']	statue	2	5	[]	50CF
香	['キョウ', 'コウ']	['か', 'かお.り', 'かお.る']	9	['incense', 'perfume', 'smell']	['こ', 'こお', 'ひゃん', 'よし']	incense	2	8	[]	9999
坂	['ハン']	['さか']	7	['hill', 'incline', 'slope']	['か', 'ざ']	slope	2	3	[]	5742
底	['テイ']	['そこ']	8	['base', 'bottom', 'bottom price', 'depth', 'kind', 'sole', 'sort']	[]	bottom	2	4	[]	5E95
布	['フ', 'ホ']	['きれ', 'し.く', 'ぬの']	5	['cloth', 'distribute', 'linen', 'spread']	['う', 'の', 'ほ']	linen	2	5	[]	5E03
寺	['ジ']	['てら']	6	['Buddhist temple']	[]	Buddhist temple	2	2	[]	5BFA
宇	['ウ']	[]	6	['eaves', 'heaven', 'house', 'roof']	['いえ', 'たか', 'ひろ', 'ひろし']	eaves	2	6	[]	5B87
巨	['キョ']	[]	5	['big', 'gigantic', 'great', 'large']	['おお', 'か', 'こ', 'なお']	gigantic	2	8	[]	5DE8
震	['シン']	['ふる.う', 'ふる.える', 'ふる.わす', 'ふる.わせる']	15	['quake', 'quiver', 'shake', 'shiver', 'tremble']	[]	quake	2	8	[]	9707
希	['キ', 'ケ']	['こいねが.う', 'まれ']	7	['Greece', 'beg', 'beseech', 'dilute (acid)', 'few', 'hope', 'phenomenal', 'pray', 'rare', 'request']	['のぞ', 'のぞみ']	hope	2	4	[]	5E0C
触	['ショク']	['さわ', 'さわ.る', 'ふ.れる']	13	['announce', 'conflict', 'contact', 'feel', 'hit', 'proclaim', 'touch']	[]	contact	2	8	[]	89E6
依	['イ', 'エ']	['よ.る']	8	['consequently', 'depend on', 'due to', 'reliant', 'therefore']	['よ', 'より']	reliant	2	8	[]	4F9D
籍	['セキ']	[]	20	['domiciliary register', 'enroll', 'membership']	[]	enroll	1	8	[]	7C4D
汚	['オ']	['きたな.い', 'けが.す', 'けが.らわしい', 'けが.れる', 'よご.す', 'よご.れる']	6	['defile', 'dirty', 'disgrace', 'pollute', 'rape']	[]	dirty	2	8	[]	6C5A
枚	['バイ', 'マイ']	[]	8	['counter for flat thin objects or sheets', 'sheet of...']	['ひら']	sheet of...	2	6	[]	679A
複	['フク']	[]	14	['compound', 'double', 'duplicate', 'multiple']	[]	duplicate	2	5	[]	8907
郵	['ユウ']	[]	11	['mail', 'stagecoach stop']	[]	mail	2	6	[]	90F5
仲	['チュウ']	['なか']	6	['go-between', 'relationship']	['ちゅん', 'つづき', 'なかつ']	go-between	2	4	[]	4EF2
栄	['エイ', 'ヨウ']	['-ば.え', 'え', 'さか.える', 'は.え', 'は.える']	9	['flourish', 'glory', 'honor', 'prosperity', 'splendor']	['さかえ', 'しげ', 'てる', 'なが', 'ひで', 'よし']	flourish	2	4	[]	6804
札	['サツ']	['ふだ']	5	['bid', 'counter for bonds', 'paper money', 'placard', 'tag']	['さっ']	tag	2	4	[]	672D
板	['ハン', 'バン']	['いた']	8	['board', 'plank', 'plate', 'stage']	[]	plank	2	3	[]	677F
